question,answer
What genealogical resources are available to me?,"Public libraries more often have genealogy resources than academic libraries, so check with your local public library. They may have special database access such as Ancestory.com and Heritage Quest.

There are also some free websites for genealogy research.

-Butler County Genealogy Society <https://butlercountyogs.org/>
-Ohio Death Record Index Search <https://resources.ohiohistory.org/death/>
-Ohio Memory <https://www.ohiomemory.org/>
-Records and Archives of Butler County Ohio <http://www.butlercountyohio.org/records/>"
Which databases are available through the Libraries?,"An alphabetized list of databases offered by the Libraries is available online at http://www.lib.miamioh.edu/databases. 

Click the blue-green ""Connect to"" button below each database to access these resources from on or off campus."
"When performing a regression analysis, what is a prediction interval and how is it different from a confidence interval?","Prediction intervals are used to predict a single future response given a set of predictor values. This is different from confidence intervals <https://libanswers.lib.miamioh.edu/stats-faq/faq/342533?m=p>, which are used to predict the mean response for a given set of predictor values. Suppose we have built a model that predicts resting blood pressure in women based on their age. You could find a confidence interval for the mean blood pressure of all 50-year-old women, and the prediction interval for the blood pressure of an individual, unobserved 50-year-old woman.

Prediction intervals will always have a larger standard error than confidence intervals for the same data. With both confidence and prediction intervals, there will be uncertainty due to the model fit itself (we do not know the true values for the intercept or parameters in a linear model are unknown). However, with prediction intervals, you also have uncertainty due to the differences between individuals. In other words, different 50-year-old women will have different resting blood pressure measurements."
What is a confidence interval?,"A confidence interval gives you a range of values that you believe the population parameter <https://libanswers.lib.miamioh.edu/stats-faq/faq/336901?m=p> falls in.  Often you will be asked to find a \(100(1-\alpha)%\) confidence interval, where \(1- α\) is a quantity between 0 and 1 that represents the level of confidence. The confidence level is used to determine how often the true parameter falls within the confidence interval.  For example, if \(1-\alpha= 0.95\) , you have a 95% confidence interval. This means that, if we calculate intervals for a large number of samples, the true parameter falls in approximately 95% of the intervals."
How can I use files stored on my personal computer within the virtual PC?,"Miami students all have access to network file storage provided to them by the university.  This network file storage is already visible in the virtual PC. If you set up the network file storage to be visible from your personal computer, then you can copy the files from your personal computer into the network drive and edit them within the virtual PC. Steps are provided below:
-Download the Cisco AnyConnect VPN using the instructions for Windows <https://miamioh.teamdynamix.com/TDClient/1813/Portal/Requests/ServiceDet?ID=9022> or for Mac <https://miamioh.teamdynamix.com/TDClient/1813/Portal/Requests/ServiceDet?ID=8897>, depending on your operating system.
-Open Cisco AnyConnect (search in Start or Applications) and login with Miami credentials. You will need to use two-factor identification. If the login isn’t sending a push to your phone, follow Step 3.
-Open Duo and click Miami University. You should see a 6-digit code. For the Cisco AnyConnect password, enter your Miami password, then a comma, then the 6-digit code you found in Duo.
-Connect to Network File Storage. The method for this differs between Windows <https://miamioh.teamdynamix.com/TDClient/1813/Portal/KB/ArticleDet?ID=9161> and Mac <https://miamioh.teamdynamix.com/TDClient/1813/Portal/KB/ArticleDet?ID=6208>, so select the link for your operating system and follow the instructions provided.
-Look at your File Explorer. You should now see links for the network storage drives. If you don’t see your own personal network storage in one of the links, follow Step 6.
-Click MyFiles. You'll see folders for every letter of the alphabet. Pick the one that's the same letter as the first letter of your uniqueID. Now you should be able to see your network file storage locally.
-In the virtual PC, click This PC. Under Devices and Drives you will see a drive labeled with your unique ID. This is the same network storage space that you set up on your local machine.

Every time you use network storage on your local machine, you will have to log in to Cisco AnyConnect.  This connects you to the Miami VPN so you can access your files. Also, as a student you have limited storage space in the network. If you're working on a project that requires large amounts of storage, you may need to use a software that can be run locally on your machine."
How many times can a library book be renewed?,
What are the hours for the VR lab?,
How do I set up a hypothesis test?,"There are three items you need before performing a hypothesis test:
-
Null Hypothesis (\(H_0\)): This is the “default” hypothesis for the parameter. You are trying to disprove this. It should always include “=”.

-
Alternative Hypothesis (\(H_A\) or \(H_1\)): This is what you want to show. It should include “<”, “>”, or “\(\neq\)”.

-
Significance Level: This is the probability that you reject the null hypothesis when the null is actually true (also called false positive rate or Type I error). It is often notated with the Greek letter \(\alpha\). You can adjust the significance level based on how confident you want to be in the results. Smaller significance levels result in greater confidence.


 "
Which campus partners have space in the Libraries?,"In King Library:

-Interactive Media Studies Classroom/Lab - IMS (ground floor)
-King Cafe (ground floor)
-Miami University Police Department (ground floor)
-eSports Arena (first floor)
-Howe Writing Center (first floor)
-Office of Research for Undergraduates - ORU (first floor)
-Center for Digital Scholarship - CDS (third floor)"
How do I check the assumptions for a linear regression model?,"Although numeric tests exist for these assumptions, typically it is easiest to evaluate them graphically. 
-
Independence: Are the error terms independent? Assuming your data was collected through a “well designed experiment or a simple random sampling scheme with one observation per subject”, this assumption is met.  

-
Constant variance: Is the variance of the error terms constant? In other words, does the size of the predicted value affect the variance? You can use the residuals vs. fitted plot to check this assumption. If there is any kind of pattern (i.e. fanning effect) in the plot, this assumption might not be met.

-
Normality: Are the error terms are normally distributed? Evaluate this assumption by checking a Q-Q plot. If the points on the Q-Q plot fall near the line, this assumption is met.

-
Linearity: Is a linear model a good fit for this data? If the trendline in the residuals vs. fitted plot is horizontal, this assumption is met.

-
Unusual Observations: Do you have high leverage points (extreme in X) or outliers (extreme in Y)?  For outliers, consider if points fall within three standard deviations of the mean. For high leverage points, consider the trendline in the scale location plot. It will be roughly horizontal if there are no high leverage points."
How is ANOVA related to other statistical methods?,"If the factor variable <https://libanswers.lib.miamioh.edu/stats-faq/faq/342543?m=p>  in a one-way ANOVA only has two levels, then it is the same as an independent samples t-test <https://libanswers.lib.miamioh.edu/stats-faq/faq/343102?m=p> . However, unlike a t-test, an ANOVA can be used when the factor has more than two levels. A one-way ANOVA is also the same as a regression model with one predictor that is a factor variable. The only difference is how the results are presented. For example, if the factor in a one-way ANOVA had multiple levels and was a significant, you would need to perform multiple comparisons to determine which levels were significant. Regression does not require follow-up analyses involving multiple comparisons."
How do I perform a chi-square test?,"There are actually multiple types of chi-square test <https://libanswers.lib.miamioh.edu/stats-faq/faq/343100?m=p>. The two we will focus on are the chi-square test for homogeneity and the chi-square test for independence (also sometimes called the test for association).  Both tests require two categorical variables; the difference lies in what we are testing for and the characteristics of the underlying population(s).

In a chi-square test for homogeneity, we are comparing whether two distinct populations have the same distribution. The null hypothesis is that the two populations have the same distribution, and the alternative hypothesis is that they have different distributions. For example, we would use a test for homogeneity to determine if the distribution of cat ownership is different between the male and female populations.

In a chi-square test for independence, we are testing the relationship between two variables within one population. The null hypothesis is that the two variables are independent (not related) and the alternative hypothesis is that they are dependent (related) For example, we would use a test for independence to test whether people who own a dog are more likely to also own a cat.

While the hypotheses and conclusions for these tests are different, the results are calculated using the same formula:

 

\[X_c^2 = \frac{\sum (O_i - E_i)^2}{E_i}\]

 

The chi-square statistic is found using the difference between the observed value Oi and the expected value Ei for each entry in the contingency table. A p-value can also be calculated to determine the statistical significance of the result."
What type of digital scholarship projects do you support?,
What is predatory publishing?,"Predatory publishers are those that unprofessionally exploit the gold open-access model for their own profit. They offer to quickly publish an article, so long as the researcher pays a fee. Many predatory publishers claim to enforce peer review but instead publish articles immediately upon receipt of author’s fees.

For more information including how to determine if a journal is predatory, see the LibGuide on Copyright and Publishing <https://libguides.lib.miamioh.edu/c.php?g=340133&p=2289461>."
How do I search for patents?,"The USPTO <https://www.uspto.gov/> is the US Patent & Trademark Office and the EPO <https://www.epo.org/> is the European Patent Office; two of the world's largest patent offices. 

Their sites used to search have special names and address - PatFT  <http://patft.uspto.gov/netahtml/PTO/search-bool.html>for U.S. and Espacenet <https://worldwide.espacenet.com/> for E.U. 

These are quite different to conduct searches in than library databases, so ask for help if you need it.

You can find more information and links on the Patents page of the Chemistry and Biochemistry Guide <https://libguides.lib.miamioh.edu/chemistry_biochemistry/patents> - one of several disciplines that use patents frequently."
What is the difference between Type I and Type II error?,"The following chart is often provided to explain type I and type II Error. \(H_0\) represents the null hypothesis, and \(H_1\) is the alternative hypothesis.

[Image: The chart here shows a two by two table, where the two columns represent reality, where the null hypothesis is actually true, or the alternative hypothesis is actually true. The rows represent the test conclusions, do not reject the null, and reject the null. Each cell represents either a type of error or a correct conclusion. For example, when the null hypothesis actually true, and the conclusion was to reject the null, this is type one error. On the contrary, when the alternative hypothesis is actually true, but we do not reject the null, this is type two error. The last two cells represent correct conclusions.]

Type I error can also be thought of as the rate of false positives, and type II error is considered the rate of false negatives. The rate of false positives is represented by \(\alpha\) (the significance level).

While no type of error is desirable, you can’t decrease the likelihood of one type without increasing the likelihood of the other. When thinking about error, it is useful to think about which type is worse in the context of the experiment. For example, if you are developing a diagnostic test for a deadly disease, it would be better to falsely diagnose a healthy person with the disease (type I error) than fail to diagnose a sick person who will die from the disease (type II error)."
What are the assumptions for a linear regression model?,"There are five assumptions: independence, constant variance, normality, linearity, and unusual observations.  The first three assumptions all describe the error term in the model. Linearity means that a linear model is the best fit for the data (i.e. the structure of the model matches the trend in the data). Unusual observations are records that are considered “extreme” in some way."
I have a link to an article and it's not working. What is going on?,"The are numerous reason why this might be the case.

Very frequently however, it's because the link was obtained from the address bar of the internet browser while someone was looking at the article. In library databases, using this link, even on the same computer not long after initially found, won't work because it's tied to the current session.

Therefore in most databases there will be a permalink feature. Permalinks, sometimes called shareable links or stable links, are permanent and will work later for the original searcher and others it's shared with.

The icon for obtaining the permalink varies across databases - see attached file for some screen shots.

Unfortunately the solution for a 'fixing' the link is to find the article again using any citation information you have for it, including the title, author, year, journal, doi or other details. "
Accessing front page of New York Times for birth date,"You can get the front page of the NYT for your birth date by using the New York Times Historical database from ProQuest.
-Go to Databases A-Z at http://www.lib.miamioh.edu/databases.
-Under N http://www.lib.miamioh.edu/databases/N.
-Scroll down to New York Times Historical and click on Connect to New York Times Historical at http://www.lib.miamioh.edu/indexes/redirect/791.
-Under ""Publication date"" (in Advanced Search), choose ""On this date"".
-Choose the month, day and year of your birthday from the dropdown boxes.
-Under ""More Search Options"", ""Document type"", choose ""Front page article"".
-Click ""Search"".
-Open any article that appears in the search results.
-Click the ""Page view - PDF"" tab.
-Download the PDF using ""Download Page PDF"" link on the right.
-If a student is making a hard copy they'll likely want to use 11x17"" paper, and ""Fit to Page."""
"This chat ticket is just spam, what should I do?","If it's in the queue and hasn't been claimed yet...

-Use the eyeball icon to take a ""quick look"", it's located just after the ticket title
-Clicking it gives us a pop-up read of the ticket without claiming it.
-If the ticket is spammy, click the circle-slash spam button next to the trash can. 
-It only appears if the ticket is unclaimed.
-See attached screenshot for where and what this looks like.




If you've claimed the ticket already, then un-claim it, and follow the steps above to mark it as spam. To un-claim it...

-Once the ticket page is open, up at the top where it has your name is a button to ""un-claim"". Click this.
-Then go back to the Dashboard and use the circle-slash spam button.


Reviewing spam... 

-Spam-marked tickets are segregated to a ticketing tab marked ""Spam."" There you can, in turn, review spam-marked tickets and mark tickets with the Not Spam button if a ticket accidentally gets caught there.


If there are abusive or severe spammy offenders, we also have the ability to totally block specific email addresses or domains. Contact Jerry on how to do this."
Safari e-books,"The Safari e-books platform changed in December 2018. Links to e-books on the old platform no longer work and do not re-direct. 

To locate the new URL for a Safari e-book, search for the specific book title in the Online Resources A-Z list <https://proxy.lib.miamioh.edu/login?url=https://search.ebscohost.com/login.aspx?profile=pfi> or browse the new Safari platform at https://miamioh.edu/ <https://miamioh.edu/safarionline>safarionline <https://miamioh.edu/safarionline>.
------------------

-Safari e-books are negotiated and leased by OhioLINK on behalf of the entire consortium, so we have no control over any aspects of the package.
-Safari e-books are not purchased but are leased--they can leave the Safari platform at any time, with almost no warning as package and publisher agreements change. We receive updated bibliographic records for titles removed from Safari on a quarterly basis. 


Sometimes the catalog is a few weeks behind when items actually appear on these platforms, so I suggest you search these e-book platforms independently if you don't find a recently published Wiley or Springer title in the catalog:
 
Wiley Online Library
http://proxy.lib.miamioh.edu/login?url=http://onlinelibrary.wiley.com/
 
Springer
http://proxy.lib.miamioh.edu/login?url=http://link.springer.com/"
Software lists,Updated software lists can be requested prior to fall and spring semester from Bryan Partner (partneba@miamioh.edu <http://partneba@miamioh.edu/>). 
Library maps,A map of the Oxford campus library locations is available online at http://rocket.lib.muohio.edu/maps/librarylocationsmap.pdf.
How can I access Cataloger's Desktop?,See link below. Miami's subscription allows for 9 simultaneous users and is not IP authenticated. Contact Jennifer Bazeley for a username and password.
E-resource problem reporting,"During business hours (M-F / 8 am - 5 pm):

Report via the form at http://libguides.lib.miamioh.edu/ts/ <http://libguides.lib.miamioh.edu/ts/reportproblems>reportproblems <http://libguides.lib.miamioh.edu/ts/reportproblems> or contact Jennifer Bazeley <mailto:bazelejw@miamioh.edu> (9-4216).
------------------

For urgent problems after hours:

Please use the MU Libraries Feedback Form <http://www.lib.miamioh.edu/feedback/>.
------------------

If you have identified an issue with a resource that you are certain is an OhioLINK resource (outage or missing content), you may also use OhioLINK's Request Support <https://www.ohiolink.edu/content/request_support> forms."
Accessing EBSCO e-books,"EBSCO e-books can be read online on your computer or laptop or you can read them using the Ebsco e-book app on a tablet or other mobile device. Please note that many EBSCO e-books are single user e-books, so if someone else is using one, you won't be able to access it yourself until the other person is finished with it.

To read on your computer or laptop (PDF):
-Search for the ebook on Ebsco: http://www.lib.miamioh.edu/indexes/redirect/937
-Click the ""PDF Full Text"" link on the left pane or click ""Download this eBook"" (this option requires you to install Adobe Digital Editions on your computer).

To use the Ebsco ebook mobile app:
-Download the EBSCO eBooks app from Google Play (https://play.google.com/store/apps/details?id=com.ebscohost.reader&hl=en) or iTunes (https://itunes.apple.com/us/app/ebsco-ebooks/id1022041769?mt=8)
-Find your library and sign in to access their collection
-Search and browse to find the titles you're interested in
-Download an EBSCO eBooks by clicking on the ""Download"" link on the search result page or from within the detailed record
-Select your preferred checkout period and click Checkout & Download
-The title automatically opens in the EBSCO eBooks app
-Begin reading the title in the app, bookmark your place for later and return it to the library's collection when finished"
Technical Services LibGuide,"MUL e-resources can be accessed by off-campus students via the Library’s proxy server.

Proxy Server (EZProxy)

All faculty and students are strongly encouraged to access library e-resources through the proxied links found in the library catalog, A to Z lists, and LibGuides. This ensures that they will be able to access resources whether they are on or off campus.

The proxy prefix is https://proxy.lib.miamioh.edu/login?url=

You can add the proxy prefix to any subscribed e-resource link to ensure off-campus access.

Example of a proxied link:

https://proxy.lib.miamioh.edu/login?url=http://www.jstor.org/stable/10.5951/mathteacher.108.5.0376

Proxy Errors

If you identify a proxied link that does not work from off-campus, please notify Jennifer Bazeley <mailto:bazelejw@miamioh.edu>.

Re-Direct URLs

Re-direct URLs found in Databases A to Z <https://www.lib.miamioh.edu/databases> and the Online Resources A to Z LibGuide <https://libguides.lib.miamioh.edu/az.php> that begin with https://www.lib.miamioh.edu/indexes/redirect/ do NOT require the proxy prefix.

These URLs automatically push patrons through proxy authentication without the prefix."
How can I check the status of a request (Interlibrary Loan),"Information about ILL requests is not available in the catalog.

Sheila Sparks, Don Morner, and Rob Withers are able to view the status of past, pending, and filled interlibrary loan requests. Contact them at mia-ill@lib.muohio.edu ."
Login information,"Cisco Voicemail

Password: 3456789#
------------------

Gmail Reference

Email: libreftest@gmail.com <http://libreftest@gmail.com>

Password: lookitup
------------------

LibraryH3lp

http://libraryh3lp.com/webchat

Username: [your unique ID]

Password: [assigned to you by Library Systems, systems@lib.muohio.edu <http://systems@lib.muohio.edu>]
------------------

LibStats

http://beta.lib.muohio.edu/libstats/questionAddForm.do

Username: mulibraries

Password: mulibraries
------------------

Pinterest

Email: miamiulibraries@yahoo.com

Password: lookitup
------------------

Skype

Username: mul.lightning

Password: library
------------------

Twitter

Username: miamiulibraries

Password: sherl0ck
------------------

Visitor Log-in for Public Computers in King

Username: ulb-visitor

Password: library"
Info Desk shift scheduling,"The G2 staff member for the Information Desk will collect availability at least 1 month prior to the beginning of a new semester or term (fall semester, winter break and J-term, spring semester and summer term), through email and/or a Google form. A schedule is created and posted by the G2 to the ULB-IS Schedules Google calendar, and announced via king-infodesk@listserv.miamioh.edu <mailto:king-infodesk@listserv.miamioh.edu>.

Once a shift has been posted, the person scheduled is responsible for covering it. If coverage is needed, a request should be sent out to king-infodesk@listserv.miamioh.edu <mailto:king-infodesk@listserv.miamioh.edu>. When coverage is secured, an email should be sent to the G2, so the shift information can be updated on the calendar. "
Why can't I stream videos while off campus?,"It is likely that the patron has exceeded the proxy server's transaction threshold due to a lot of off-campus searching. A proxy account is suspended automatically by the proxy server when users accessing library resources from off-campus hit a certain threshold of transactions. 

Per contractual agreements with the publishers and vendors that we purchase databases and e-journals through, the Libraries have to monitor off-campus resource usage to ensure that systematic downloading isn't occurring (online sites like SciHub will use compromised Miami unique IDs and passwords to harvest database and journal content illegally). Our system is set up to automatically suspend users when it detects excessive systematic access. The suspensions clears automatically after 30 minutes.

If the patron was searching multiple databases in multiple browser tabs, this may be why he/she hit the suspension threshold. I would recommend limiting the number of tabs or browser windows when searching library resources from off-campus. 

If you experience this issue again, please note what specific databases or e-journals you were accessing when it happened and send that information to Jennifer Bazeley. That will help us to adjust suspension parameters going forward."
I'm trying to search multiple EBSCO databases at once and it won't let me; how do I fix it?,"If you are using Chrome on a work computer:

The issue is an extension called UBlock Origin, which is blocking the pop up window for the database.

You need to go to the upper right corner of Chrome, locate the red shield icon, click on it, then turn off UBlock Origin for the site web-a-ebscohost-com.proxy.lib.­miamioh.edu <http://miamioh.edu/>.

 

You can also try changing browsers and see if that helps."
How / Where can I pay for library fines,"Bills for any Oxford campus library or for OhioLINK / SearchOhio at the Bursar's once the bill has been transferred to them (typically 30-60 days after they are initially issued). At the Bursar's Office, they can be paid for with cash, check, or credit card.

Fines will block the patrons ability to check out or renew items. As of July 1, 2022, levels for blocking circulation privileges $300 (faculty) or $250 (students), or $100 (others)

More questions about fines or bills? Transfer them to our billing specialist (Fines, Library) in LibAnswers or direct the patron to libfines@lib.miamioh.edu."
REL 101,"REL 101 (Dr. Hillel Gray)
 
Question: ""My professor has asked me to find primary sources written by religious Jews/Muslims/Christians/etc."" 
 
Answer (per Katie Gibson):
 

He's looking for things like memoirs, letters, sermons, diaries, etc. Here are a few suggestions:
-Search the catalog for jew* and memoir (or letters)
-Jews <http://www.lib.miamioh.edu/multifacet/books/%22Jews%22?field=subjects>--United States <http://www.lib.miamioh.edu/multifacet/books/%22Jews--United%20States%22?field=subjects>--Biography <http://www.lib.miamioh.edu/multifacet/books/%22Jews--United%20States--Biography%22?field=subjects> is a good subject heading, but since it covers biography and autobiography, make sure it is an autobiography the student chooses
-Searching for the religion and an issue like women, immigration, etc with the word memoir might get you some useful books.
-We don't have a ton of these sorts of things. Lane Library has quite a bit (lanepl.org <http://lanepl.org/>). Students can get a Lane card if they have a piece of mail with a local address."
How can I access ClassWeb?,Miami's subscription allows for 9 simultaneous users and is IP authenticated. Click the link below to access.
Google Scholar,"The Libraries web site tab for Google Scholar should activate link resolving and make subscribed resources available.  In the event this doesn't work (most likely for off-campus users), the following workaround is available:

-Go straight to Google Scholar online (instead of through the library's website) at https://scholar.google.com <https://scholar.google.com/>.
-Set up Library Links for Miami University:
-After going to https://scholar.google.com <https://scholar.google.com/>, click the Menu icon in the top left next to ""Google Scholar"".
-Click Settings.
-Click Library Links.
-Type Miami University into the search box and hit enter.
-Check the box next to ""Miami University Libraries - Find It @MiamiOH"".
-Click Save.




This will allow patrons to see the ""Find it @MiamiOH"" link on Google Scholar search results even if they haven't authenticated through the library website, and should allow off campus access to full text."
Do the Libraries provide access to textbooks?,"The Libraries purchase textbooks for the most heavily largest courses on campus IF they meet the following conditions:

-The course must have a textbook listed with the Miami University Bookstore.
-All sections of the course must use the SAME textbook or set of textbooks.
-The textbooks do not  include items which require an individual sign-in unique to each copy of a textbook.


These books may be checked out for two hours.

To search available textbooks, type the title of the textbook or the course abbreviation (i.e., BUS 101) into the catalog search field."
How can someone renew an Interlibrary Loan?,"Interlibrary loan renewals are at the discretion of the institution which has loaned the book. We can request a renewal if you check the request renewal checkbox in the ILLiad record for your request. It's hard to find, so you can also contact the Interlibrary Loan office at 513.529.6147 or mia-ill@lib.muohio.edu.

PLEASE NOTE: Requests are rarely granted by loaning institutions after an item has become overdue."
"How can I check on the status of a request? (Miami U, OhioLINK, SearchOhio)","Check the relevant catalog:

-If the catalog status is Available, then the item has not yet been pulled from the shelf - it does NOT mean that the item is available to be picked up at a circulation desk.
-If the catalog status is In Transit, the item has been pulled by the requesting library, but has not been received and placed on the hold shelf for the patron to pick up.


If another status appears, or if there are other questions, any circulation supervisor can assist you."
Information for new librarians,"Your supervisor will provide detailed information and training relevant to you in the first weeks and months of your new job, but in the meantime, this document  <https://docs.google.com/a/miamioh.edu/document/d/1ZxUFyHO_OscEo_l_ajcWe7mlwm-yXpzHl_xehwHrrPE/edit?usp=sharing>is a useful place to get started. Answers many general questions about the Libraries and University for new staff.

The Professional Development Committee  <http://libguides.lib.miamioh.edu/ProfDev>LibGuide is also helpful in getting started."
Journal impact factors,"Journal Impact Factors can be found in the Journal Citation Reports <http://www.lib.miamioh.edu/indexes/redirect/1271> databases. 

Journal Impact Factor is the average number of times articles from the journal published in the past two years have been cited in the JCR year.  The impact factor is calculated by dividing the number of citations in the JCR year by the total number of citations of articles published in the two previous years. An impact factor of 1.0 means that, on average, the articles published one or two year ago have been cited one time. An impact factor of 2.5 means that, on average, the articles published one or two year ago have been cited two and a half times. Citing articles may be from the same journal; most citing articles are from different journals. The impact factor mitigates the importance of absolute citation frequencies. It tends to discount the advantage of large journals over small journals because large journals produce a larger body of citable literature. For the same reason, it tends to discount the advantage of frequently issued journals over less frequently issued ones and of older journals over newer ones. Because it offsets the advantages of size and age, it is a valuable tool for journal evaluation.

General information about Journal Citation Reports and other research impact tools like Ulrich's, Cabell's, Google Scholar, and Publish or Perish can be found online at http://libguides.lib.miamioh.edu/dossier."
JRN 201,"JRN 201

Question: ""I'm looking for the front page of the New York Times from the day I was born.""

Answer: Here's a video that walks you through step-by-step http://screencast.com/t/THiLp8RlJ"
Leave reporting,"Leave reports are submitted here <https://docs.google.com/a/miamioh.edu/forms/d/e/1FAIpQLSdl_gOyHB7Q0EwX4O_wZGsMeJCJULofjUBmTvUBfPDNKj12vw/viewform> and are automatically posted to the ULB-IS Schedules calendar. Reports are also automatically emailed to the Department Head (Stacy Brinkman), Information Desk G2 (Megan Hart) and his/her supervisor (Jenny Presnell)."
Emergency procedures,"Emergency Telephone Tree <https://docs.google.com/a/miamioh.edu/document/d/1oooUchx46pziu2JOahiRRh-dESntbshfh66cWkgAWKg/edit?usp=sharing>

For Reference and Collection Services and all staff who work the Information Desk (including BEST librarians).

Submit a Work Order <http://redmine.lib.miamioh.edu/>

For non-emergency building issues or requests. Submitted to Samantha Brandenburg and Ross Mallaley.

Immediate Action Guide <https://drive.google.com/file/d/0B1Ez6r16GW19U204SHBhbE5TdVk/view>

A reference to be used in case of emergencies (e.g., natural disasters to active shooter incidents).
------------------

During business hours (8 am-5 pm), emergency problems with the building (i.e. overflowing toilets in the restroom) are reported immediately to the Dean's Office (513) 529-2800.

After hours, report issues to Circulation department supervisor, who will call police dispatch. Police Dispatch will contact Building Services. If no one in Circulation is available, you can call the Police Dispatch yourself at (513) 529-2222.  "
Opening procedure,"-Remove Hours sign from desk.
-Turn off forwarding on both Information desk telephones, by pressing CFwdALL button. You will hear a single beep.
-Log into staff workstation. 
-Log into LibChat.
-Check Pay4Print machines for any issues, such as posted out of order signage, error messages or low paper/toner."
Reporting P4P problems to IT Services,"Problems with the ComDoc printers and VTS machines (that you are unable to solve through troubleshooting methods) should be reported promptly to Library Systems and IT Services through the following form: http://staff.lib.miamioh.edu/printproblems/printproblems.html.
------------------

All printer issues, resolved or otherwise, are also reported through the above form. Below is the link to view all printer issues submitted through the form: 

https://docs.google.com/spreadsheets/d/1zROu4dWKkLMdR1-vS8qowWHIuMfGy0Nm5Kb1z69_s90/edit?ts=5817a568#gid=183914048
------------------

Problems with the public workstations (including software, hardware or otherwise), staff workstations and KIC scanners should be reported to the Library Systems department (the library's internal IT staff) by directly emailing systems@miamioh.edu <mailto:systems@miamioh.edu>."
ComDoc staff contact information,"Brad McGuire (Service Technician)

Phone: (513) 275-3710

Cell: (513) 484-6941

Email: bmcguire@comdoc.com   mcguirbk@miamioh.edu

Address: 9270 Centre Pointe Dr. West Chester, OH 45069 (On-site office in King 5A)

 

Jeff Eickelberger

Phone: 513-410-3056

Email: eickelj@miamioh.edu "
Where can I find self-service e-resource usage statistics?,E-resources for many (but not all) of our e-resources are available on the Technical Services LibGuide E-Resource Usage Stats page (link below).
Is there a list of available cataloging resources?,"See the External Resources box on the Technical Services LibGuide at the link below. Includes links to catalogs, cataloging resources, databases, and the Technical Services PBWiki (procedures)."
King Library Mailing Address to Return Books," 
King Library Circulation
151 South Campus Avenue
Oxford OH 45056
 
Even though the books will make it to the library through the mail, they will not be removed from the patrons record until the building re-opens and we can check them in. "
Need to Renew NY Times access but currently Off Campus,"For now, the ONLY way apparently that NY Times access can be renewed for students and faculty that are off campus is that we must ask them for their email and NY Times password and then we can renew their account for them, (assuming we are on campus ourselves).

I have asked the NY Times to try and come up with some better work around but that is probably unlikely to happen anytime soon.

Susan"
How do I find / make an appointment with a Notary,"We currently have a Notaries Public, who are available from 9 - 5 each day with some weeknights. 
 
Because we are occasionally away from the office due to meal breaks, meetings, etc., people may want to make an appointment ahead of time (witherre@miamioh.edu), or contact the Circulation Desk (513.529.4141) to check on same-day availability.
 
If people are already in King Library, we are happy to assist walk-in requests at the Front Desk if we are not away from the department."
How many books do the Miami University Libraries have?,"At the time the Libraries completed the 2019 ACRL Survey, the Libraries held:

- 1,278.669 unique titles in   1,436,779 volumes
- 727,667 e-books
- 46,100 physical media items
- 38,773 digital media items"
"While downloading articles, I received a message saying that I have been temporarily blocked for making too many requests. What gives?","Our off campus authentication system is set up to block users who download very large files in order to prevent accounts that may be compromised from illegally using our licensed content. Sometimes the system mistakenly blocks legit users, also.  The suspensions automatically lift after 15 minutes, so usually by the time we're alerted to the problem the suspension has expired. "
Can faculty place personally-owned copies of books on reserve?,"The Libraries will affix a barcode, reserve labels, and theft detection devices to personal copies provided to us for reserve. Personal materials are returned to you through campus mail unless otherwise indicated. The library is not responsible for the loss of, or damage to, personal copies.

Fill out a Reserve Request Form and deliver materials to be placed on reserve to a Circulation desk for processing. You may use our web-based request form <http://www.lib.miamioh.edu/reserve-request-form>.

The week before and the first week of Fall and Spring semesters are busy times. To ensure that materials are available for students when needed, at the start of each semester allow one week for library staff to process materials for reserves. At other times, please allow 2 working days.

Loan periods for course materials are chosen by the instructor. Options are 2 hour checkouts (For Use in the Library only); 1-day or 3-days

All personal materials are removed at the end of every semester. Any materials donated to the Libraries are returned to the circulating collection.

 "
How can faculty place library owned items on reserve?,"Fill out a Reserve Request Form and deliver materials to be placed on reserve to a Circulation desk for processing. You may use our web-based request form <http://www.lib.miamioh.edu/reserve-request-form>.

The week before and the first week of Fall and Spring semesters are busy times. To ensure that materials are available for students when needed, at the start of each semester allow one week for library staff to process materials for reserves. At other times, please allow 2 working days.

Loan periods for course materials are chosen by the instructor. Options are 2 hour checkouts (For Use in the Library only); 1-day or 3-days.

For more information:

-King Library: kingreserves@miamioh.edu
-Art & Architecture Library: aareserves@miamioh.edu
-Music Library: musicreserves@miamioh.edu"
How do we request an accessible version of library materials?,"The library materials conversion request form can be found in the library website's staff area under ""documents and forms"" or directly from this link: https://miamioh.qualtrics.com/jfe/form/SV_6MtkeYgCKQW4Oh0 <https://miamioh.formstack.com/forms/conversion_request>"
